start_time,mean,std,rms,peak,p2p,crest,skew,kurtosis,zcr,energy,spec_centroid,spec_bandwidth,dom_freq,rolloff,flatness,total_power,eb_0_100,eb_100_500,eb_500_1000,eb_1000_2000,eb_2000_5000
0.0,0.51650669620495,0.25161387134114793,0.5745334694130816,1.281005885907464,1.531719764382642,2.2296453628956625,-0.06759967505405004,-0.09697842953750158,16,330.0887074758323,2864.5917119665887,1626.3206682245725,3900.0,3950.0,4.97750281934626e-08,6002.48274204275,1134.798919801491,243.18421676756947,72.78302108249028,120.9597402754243,4400.73230334065
0.01,0.2340279681663181,0.231960110698549,0.32950657480441614,0.8357144242049451,1.2929659586492637,2.5362602391119524,-0.1234951240758212,-0.10318570514205572,65,108.57458283933829,2830.500037756686,1623.6948317730883,3900.0,3950.0,4.331804102974707e-08,5885.2483144442895,1060.415095287129,278.05571901714063,50.07906618071415,195.88664540769813,4261.405062898211
0.02,0.03485797497557897,0.19817022264034817,0.20121261282713676,0.5751500215430078,1.146540325533633,2.858419327988474,-0.1886439622127371,0.10156702003530915,117,40.48651556072325,3533.0044852784804,1011.6536811468906,3900.0,3950.0,3.936039543622254e-08,7320.817134436465,223.44605148312675,195.1071597229395,42.303877002949704,247.2545718618598,6594.999671582726
0.03,-0.07101843877510719,0.17974549728888234,0.19326681671120177,0.5751500215430078,1.1309168980016682,2.9759377803561455,0.051488975375640546,0.3721773810751503,120,37.35206244168126,3390.904431815086,1165.5045480318383,3900.0,3950.0,5.18615803555709e-08,5714.844948508448,242.2824536056094,190.48855037891187,89.52195910298734,199.2073942189894,4969.645346247428
0.04,-0.10463009146038563,0.16949132736731845,0.19918525570870996,0.6441380470705174,1.034781008881596,3.2338640968951835,-0.0963664368339141,0.31957962555478625,111,39.67476609174417,3405.4455841455965,1123.209330029683,3900.0,3950.0,5.6330441547936905e-08,4908.465808791579,22.864938503499427,277.15757305380635,155.23736091694835,140.21425372757986,4275.669152242617
0.05,-0.08911366870015357,0.1906945708186512,0.21048910966819714,0.7388084541038598,1.2092909713801736,3.509960469047376,-0.16790607458588483,0.502364886877551,122,44.30566528891032,3602.1762068730523,903.1890062088829,3900.0,3950.0,3.281805279562284e-08,7759.806687116423,87.91572342950049,207.92723119574785,67.38989863555364,242.72523068094836,7123.501859089208
0.06,-0.04831622924829753,0.19413657523978786,0.20005866103372744,0.7388084541038598,1.2092909713801736,3.6929591065073297,-0.21862090234961915,0.48421018503615665,138,40.02346785460786,3551.900905552559,1024.767964337288,3900.0,3950.0,3.2663064380404826e-08,6772.775593502227,125.42391266426387,318.7747250167216,70.69293026255596,120.92357931784701,6118.67157509007
0.07,-0.00828827469188576,0.17931506415860493,0.1795065116689998,0.5046785445010368,0.9907563633945686,2.8114776439354183,-0.09554520271054265,0.2402106157759909,152,32.222587731572766,3525.068551619169,1020.8983617905742,3900.0,3950.0,3.2362835966204667e-08,5647.097985369047,30.573238391816442,275.1920004347653,135.552921577995,145.29955445518496,5044.988937310453
0.08,0.021655798407094366,0.18554825321018764,0.18680772969553647,0.5339848058167953,1.060537204638834,2.858472755298924,-0.023120701688881525,0.2549119568184173,150,34.89712787400062,3521.819245556849,1051.4807151999412,3900.0,3950.0,3.021403215932836e-08,6592.826259805597,76.69854142675337,376.2813048249059,96.66642563576501,120.50816504540404,5904.258353339593
0.09,0.0317221685495837,0.1859717030215923,0.18865781272515467,0.5339848058167953,1.060537204638834,2.8304409878423553,-0.06927563205387029,0.13352638362516744,142,35.591770302239524,3655.8272063400163,824.8084077605037,3900.0,3950.0,2.980140908249425e-08,6795.712973290053,36.093915550742814,174.9610002077172,71.40227523474296,169.04019455313338,6330.395620978623
