start_time,mean,std,rms,peak,p2p,crest,skew,kurtosis,zcr,energy,spec_centroid,spec_bandwidth,dom_freq,rolloff,flatness,total_power,eb_0_100,eb_100_500,eb_500_1000,eb_1000_2000,eb_2000_5000
0.0,-65.45030992130405,104.22365906229005,123.07036270819725,440.41522126572875,538.845937324727,3.5785644209886676,-0.9925559969653399,0.5638459407239429,72,15146314.177127229,1401.4363980341802,1428.701917400815,100.0,3350.0,1.1543328071592687e-08,1777362375.7716856,260098955.53439873,448037494.4966003,224384527.32209635,365817433.12691677,458325626.6128166
0.01,-31.371832446867128,99.88480286339315,104.69558593433258,373.9291107997534,512.9441127484827,3.5715842980647396,-0.8298490661868192,0.4166170529604898,90,10961165.714133218,1665.0435247712148,1327.0588639302464,550.0,3450.0,2.7791235247156127e-08,2058866105.3305628,29966684.61117091,271463097.96870846,579816947.3948604,481738764.00977033,670753076.4985003
0.02,-5.001478414755322,109.71916909171847,109.833104538251,494.3848739020468,659.0904189076988,4.501237363547941,-1.1015721590821097,1.3359377710808058,90,12063310.852510374,1677.9076646451222,1443.1414832461169,100.0,3500.0,2.2698194105973925e-08,2622182722.8346868,79887737.45101246,682418038.8431315,365366804.6844189,589185578.956289,863752406.9985203
0.03,18.27061832869488,107.7553474948007,109.29332279621704,494.3848739020468,758.3639472768475,4.523468234412161,-1.1050265035087758,1.79021998733176,88,11945030.407838095,1694.462567558998,1366.2984743974905,300.0,3250.0,3.572099298177316e-08,2075911588.5920928,18225394.192491923,503688703.85466486,327129293.7985679,419023193.54581356,765531824.0780072
0.04,23.839398354322483,101.50453193365766,104.26642276863151,349.2450624523317,613.2241358271324,3.349544879153546,-0.6974451253511759,0.16363638598432928,98,10871486.916967,2409.323304811829,1351.107680635368,2750.0,3900.0,3.198790342485662e-08,2189829812.2490172,13350036.420879003,227648267.5871463,86295223.0104154,594766408.7635379,1226600420.5313873
0.05,2.587385645371006,112.3933981443069,112.42317603991877,442.0887465798975,654.1315452725678,3.932363078080257,-0.8797001700987469,1.009128094927795,103,12638970.510902565,2024.1209887137015,1367.9285669493875,900.0,3650.0,3.6601812739696143e-08,1617835676.9698827,67967641.19438842,114919395.78493856,326440311.5260035,365698436.5904444,709112417.1602399
0.06,-5.2909740715167946,120.4113123289216,120.52750119121599,442.0887465798975,662.1839449447847,3.667949158578533,-0.6908157161065931,0.37944097939078913,98,14526878.54339857,1790.457724796316,1308.4984165324497,150.0,3450.0,2.7646444782610616e-08,3485307078.005268,45170657.80377585,701838810.3140715,312256615.87212306,916119649.2814687,1464448330.7475135
0.07,-9.481921538152154,125.66756456016704,126.0247738285589,424.0915582391494,644.1867566040366,3.3651443708684616,-0.6290932860277663,-0.11011276008978665,96,15882243.618539426,1849.059891778035,1465.4487706476616,1600.0,3450.0,3.009546676586382e-08,2945885436.9889174,89619523.57637192,512653181.4822058,383194298.76063126,798952681.6143659,1059600396.5484266
0.08,-15.367230006694381,118.0317900687309,119.02795984518768,424.0915582391494,637.2656095084258,3.5629574663863477,-0.7368015547667303,0.1530876243839896,104,14167655.22490761,1878.4871032090825,1502.8630009531498,0.0,3650.0,3.8791371711361836e-08,2404775690.8786716,121082853.24973352,428359847.30507857,383107460.48465955,524007952.65376854,896782697.925027
0.09,-13.879187156492677,110.93908982061551,111.80390640023069,388.8637034368706,587.4660937096875,3.478086910888695,-0.6184486713422715,-0.04046565802331292,92,12500113.486351546,1857.9173983151165,1410.6590494132365,500.0,3700.0,2.7143041768702867e-08,2021209534.5893924,127680063.77973405,173970685.1776859,290711749.94166327,637794211.3296453,750307164.0114874
0.1,18.846478719222713,107.79424923054788,109.42938329028263,388.8637034368706,566.2055831564526,3.5535583930444967,-0.8233986349540652,0.3599972384141865,73,11974789.927291587,1522.2352197259058,1466.424140708808,50.0,3650.0,1.6392419989327154e-08,2594520472.21693,325883238.497318,636893031.2565584,185548893.50778854,599893083.3607912,827694225.0747483
0.11,41.64359668512941,93.02801026628386,101.92349993489006,398.0405392815552,575.3824190011372,3.905287196140481,-1.215465370257983,1.861944713010499,74,10388399.838977534,2001.2921409856278,1463.4636193128215,350.0,3850.0,3.9260427061408124e-08,1339320623.8143048,22520657.08701102,261856992.91697282,133934800.0967844,301699822.3638904,597362288.4955052
0.12,7.044110307545536,103.51341236045147,103.7528121475738,398.0405392815552,586.2759729902665,3.836431331763756,-0.9953133478338614,0.8541387770819533,85,10764646.028529737,1915.771479028378,1448.9888395280923,1200.0,4050.0,3.348785210735138e-08,2324671295.569418,75773044.73070101,265145540.3124658,401181518.51174504,676644195.1001995,856567963.4680989
0.13,-13.734671099017234,106.97938123125304,107.85744850876065,384.53325508623516,572.7686887949465,3.565198884294005,-0.8253597188850519,0.2788739404545617,93,11633229.198819956,2091.131788060619,1349.527072034849,150.0,3600.0,2.315654257958201e-08,2215690654.1656284,13771888.57512204,295839029.4233408,245788317.71940422,487275804.70957685,1135876369.3059967
0.14,-16.278201815465636,109.49493018827339,110.69832695790797,384.53325508623516,541.3950522734842,3.473704306592158,-0.7913936439529029,-0.10564246374008235,88,12254119.591279892,1999.7695508002175,1419.0623187506658,150.0,3800.0,3.4637059368184486e-08,2357460295.307343,202507.37599202484,441435053.5752449,297869065.20671433,626560638.6184449,926975380.1777849
0.15,-36.861430922750614,120.95877103648023,126.45073894734014,466.4797963929215,620.2419245398821,3.6890238861093674,-0.8913187363026079,0.38361527531541917,81,15989789.380328367,1515.7558355362175,1451.8396378798254,550.0,3400.0,1.950988569464712e-08,2202824409.681907,207088285.73713112,340426833.37017804,602627787.031037,387414071.2671533,627176090.6616188
0.16,-12.046051492526102,126.63226600661434,127.20392348717284,526.0732708184689,676.2025543032631,4.135668589432414,-1.2510305730262123,1.4779385855151004,65,16180838.150530525,1373.6973343421491,1376.0932277900404,50.0,2950.0,2.0030223073532985e-08,3569759279.8948507,674185442.9100167,730884946.1264825,426065287.2570964,741865263.236681,946030387.158835
0.17,31.804326182100226,99.70431731418698,104.65403028543867,526.0732708184689,676.2025543032631,5.026784629159768,-1.8753821887423654,5.03405143489659,59,10952466.054985512,1526.565096168954,1456.5236403889505,100.0,3350.0,1.7133353481317934e-08,1669852223.7358356,131242260.26645197,473621789.05551726,162445979.7700901,361329079.66793245,522149585.73984975
0.18,22.744560987144286,91.14861959296245,93.9435250999264,425.56614603491244,570.7636441495297,4.530021048095004,-1.3483494979468806,1.9055230958086424,63,8825385.908200502,1684.4426575146567,1370.021376970012,200.0,3350.0,2.3509094045410795e-08,1364353963.9975352,46083529.471955694,322366108.6761241,140804422.64455488,331856369.26143223,507020391.8054331
0.19,7.018917208532153,90.78160572194535,91.05254052597857,325.89389831903986,465.75094287511627,3.5791851214305677,-1.0074124353446714,0.41414823546879953,77,8290565.136234971,1640.5827966375969,1440.969340216888,100.0,3400.0,2.3905715137710968e-08,1860128976.410052,122089451.07449096,370610618.29636693,327336039.6265145,329365884.6041144,680824898.5020332
0.2,-1.2273277770660804,92.56612929587568,92.57426546450765,345.9551746388555,490.79713223306425,3.7370555726579187,-0.9638775000026018,0.5911659167285013,83,8569994.626293134,1780.6761299145896,1465.9697356176223,500.0,3550.0,2.797984205048124e-08,1499405257.6113222,67406495.042071,314928291.8459829,286885960.5069356,183767953.50328475,622246784.1075041
0.21,-13.847470798353836,99.09722628843564,100.06004550055272,345.9551746388555,502.0500072476557,3.4574756878052897,-0.8607588669719606,0.26996907590215535,88,10012012.70557268,2278.8382160978344,1364.170145478065,3200.0,3700.0,2.6383074491247808e-08,1930006871.2135153,38346190.0114747,166262655.3934604,304868235.69356644,254099634.7285388,1131614533.1745179
0.22,-23.915621966545515,110.38004631233767,112.9411864554314,453.2300701355344,609.3249027443345,4.012974224548128,-0.9852133335562724,0.9550871097274669,96,12755711.597960522,1984.237213549306,1473.4165635542329,2250.0,3800.0,3.617306593421132e-08,1591836361.3472466,62941790.065155864,248126295.7145388,181811852.86525664,355200465.9434201,691962610.2407982
0.23,8.841520599426284,104.35962431327852,104.73348878615049,453.2300701355344,617.8606479311094,4.327460828321641,-1.2777584440704954,2.33416281327474,84,10969103.67331871,1334.3381649124055,1324.8684475992961,50.0,2850.0,2.2017273811558286e-08,2760704709.9317784,194851701.75009882,825859118.8590976,376479896.9314376,746263737.5558668,553353375.3266279
0.24,22.60016775190701,93.3280088509626,96.02543839264516,404.36180830804886,599.0990687728074,4.210986329004001,-0.9441229036011429,1.3033342876641738,92,9220884.818499692,2387.4503067470278,1529.2878652836805,100.0,4250.0,3.3763809898942626e-08,1573689653.904832,42018315.76412387,203941538.48611218,168503079.64012906,215206302.23530683,899928079.7156267
0.25,-0.3636612758474839,110.46901247102572,110.46961105139813,404.36180830804886,609.0585436692351,3.6603895357240646,-0.7991755827005561,0.5100979958286596,105,12203534.965847187,2118.8532925186305,1344.2316909513568,1550.0,3450.0,2.4658114289888895e-08,2193422929.652011,39307295.72759091,313745543.2405753,164949783.68776312,499236914.6593823,1108511839.7154903
0.26,-13.354831175728682,109.96352158227911,110.77151075302972,381.4516471839143,586.1483825451005,3.4435898236900933,-0.5831408406146681,-0.10894886962404016,103,12270327.594508579,2096.256730192599,1355.8701563647087,1400.0,3750.0,2.970028136828144e-08,2321785295.936591,56454796.55798614,184956816.99244612,269076698.5361397,810174738.4442317,954784459.6214103
0.27,-28.220808394358045,104.62343979853546,108.36271582841049,392.7407845356707,598.0711722397789,3.6243165514378743,-0.4834301237906979,-0.0958755961643094,102,11742478.181708844,1968.0763413267123,1480.22679350005,100.0,3900.0,4.2869578940023854e-08,2187617737.2009816,53770889.26970399,388105388.4960375,233584306.82746047,544851180.0510823,894021195.8325937
0.28,0.7794241548944592,118.92535650953491,118.92791061367053,522.4365637981774,733.793514192564,4.392884404530352,-0.7245646535974827,0.7052674870064699,83,14143847.92293321,1745.0918079410635,1363.2584138914324,50.0,3350.0,1.6365085774211876e-08,3207343488.6380124,381234365.49165684,366019517.6194797,180987768.82792237,1136487995.288144,1079205477.4295127
0.29,30.258468702809292,112.47234352727216,116.47146855241249,522.4365637981774,733.793514192564,4.485532553949683,-1.1318125103056182,1.914693436041972,83,13565602.98675561,2026.2597149086207,1476.000447714446,200.0,3900.0,4.22510136638088e-08,1731376549.1947155,83008064.60879861,210812877.58674383,266476889.38154247,346584862.5226634,791339904.1023166
0.3,21.88853268511687,100.03919991875482,102.40580737190652,381.76406070923724,588.157800516866,3.727953233382394,-0.7852070292377508,0.6221936114170505,103,10486949.383492025,2225.1114306373615,1321.9596020513818,3500.0,3650.0,3.4232881719456654e-08,1641979253.593061,2423207.4887436964,136128611.37413737,283880070.96736443,343123419.16896623,837176094.9453464
0.31,5.7093976968720135,116.36879768090814,116.50877347119048,434.16627125509524,640.560011062724,3.7264684737450207,-0.9543093704517256,0.8373204750418992,103,13574294.29576118,1537.2455198711532,1451.2758361112874,400.0,3350.0,1.6469164435081844e-08,3387542451.2544355,76589920.32409379,1264917257.7722473,380632226.9148767,588010661.8736941,1044000747.0549024
0.32,-22.069631034372723,127.06090713317198,128.96333872654623,484.58625988392157,673.5774700894294,3.7575505152780995,-0.8525763690104934,0.5404744057709623,92,16631542.735497901,1767.9731132535192,1584.9059520754927,100.0,3800.0,1.609158015166393e-08,2467183014.8055887,233518519.5032013,510525426.75503683,366612009.2519467,280666372.3958761,1027967769.185778
0.33,-27.860102384657708,112.06299741247605,115.47424255630442,484.58625988392157,672.1734156270966,4.196487884712789,-0.7752918139895725,0.7205608894883233,93,13334300.693952225,1959.946780709891,1384.0116969988076,1000.0,3600.0,2.2504150607014544e-08,2270751708.5414186,47846671.43866125,364163427.29407716,196203027.25685653,631478072.42445,990987229.1504185
0.34,-21.62143215893822,102.35082610407348,104.60964550551664,308.1954887274967,492.85839417636305,2.9461479124431307,-0.5203172303251385,-0.2311354946361721,92,10943177.932789857,2061.4752527254013,1262.0912781972293,1500.0,3600.0,4.9896228235115765e-08,1889178830.4310021,1958538.250970096,211119840.54440594,183833658.24852717,634625354.7202882,823345280.5941675
0.35,18.09318313129763,111.69406682151087,113.15002359235639,394.2316257490314,586.8914449888906,3.484149744142514,-0.7531370312864,0.054338108216220427,70,12802927.83895081,1555.1562818311666,1381.5797612946596,50.0,3150.0,2.1321224619114088e-08,2629416523.201184,252272607.07155424,612034681.048317,141932486.23188752,803796024.9837391,776464452.3517884
0.36,42.6206605805631,110.44827659459985,118.38641185136409,401.663577234152,609.4009192509404,3.392818237775829,-1.282194566445094,1.603005099714184,67,14015342.5110408,1700.9459565367101,1384.9036642680485,50.0,3350.0,2.9578363611631518e-08,2249083292.3280206,139655210.16462526,439887830.75088274,392980671.8826513,444936797.82831824,809266241.4542688
0.37,5.075325706854003,118.30693107657737,118.41574587777032,420.03065679768116,627.7679988144696,3.5470845003268114,-1.0225234054748595,0.8463901479724711,90,14022288.87178868,1734.2303527405543,1601.4736075596015,100.0,3600.0,3.6600215576311916e-08,1866457550.4989312,176026840.90801865,492893012.5225996,225224865.50094396,179721381.35797203,726645446.2301146
0.38,-2.7850400368314205,117.37790534569362,117.4109411909698,423.04244680281334,629.6189657233308,3.6030922034321144,-0.925874773436337,0.7466698930021076,97,13785329.111349367,1968.48186119249,1325.8212902711316,2150.0,3300.0,1.136221425048109e-08,3050909596.469381,98221893.45445833,437732033.17346424,317193242.64843214,622781288.9114215,1538486355.8117867
0.39,-9.013094099855591,115.68166932086659,116.03225621401653,428.7966165435961,635.3731354641136,3.695494947135178,-0.6511325162785914,0.290588016284437,91,13463484.482115177,1945.7405813368987,1340.706652493541,550.0,3600.0,2.6115186930216287e-08,2426482801.8289123,37696821.94856192,176412191.16395098,556218836.3685915,557577719.2379588,1052224737.8508267
0.4,-28.40063859586966,110.40505953970056,113.99944493118387,441.4328260316316,624.716105788286,3.872236626223049,-0.4638447679279248,0.3357956722123312,88,12995873.444618026,1964.4665385927017,1364.5426668580037,500.0,3700.0,2.9647430669294087e-08,2054222215.911598,23626893.60443396,193159076.90602806,370668355.7173215,585252360.8413435,830795131.8334899
0.41,-21.702647476795654,123.12767965451303,125.0257189725636,463.3086539218533,673.154529578423,3.7057067756076725,-0.6779836774372628,0.4370482770872526,91,15631430.404606448,1846.9671932445206,1370.6209088035048,1700.0,3250.0,1.957102726622747e-08,3428639020.234472,258114691.4536787,629525735.4089708,232642181.13938016,834041201.0156745,1451808569.2404196
0.42,4.769405389025299,125.17185908136655,125.26269011022536,463.3086539218533,673.154529578423,3.69869634377291,-1.052168835362256,0.9196799598427394,93,15690741.533650352,1978.5349979116677,1580.9498814715805,150.0,3950.0,2.9591911025353575e-08,2412933026.3564057,126123747.17198034,534037419.59808826,292240110.69971144,308987132.1313508,1102881943.3753822
