start_time,mean,std,rms,peak,p2p,crest,skew,kurtosis,zcr,energy,spec_centroid,spec_bandwidth,dom_freq,rolloff,flatness,total_power,eb_0_100,eb_100_500,eb_500_1000,eb_1000_2000,eb_2000_5000
0.0,-0.1971759045794221,0.20310348845905896,0.2830713061596892,0.7828608607230414,1.160626227136096,2.765595960046336,-0.045642058706120446,-0.31721789661831323,83,80.12936437095247,2933.836732685439,1281.403870450399,3900.0,3900.0,2.9075813530643578e-08,7611.528872185373,140.19414774052848,514.9085816279304,467.0080352189918,404.4495124142938,6067.633268529046
0.01,-0.08408720236438044,0.2046768136211555,0.2212764235872803,0.6142173105042662,1.094449176102528,2.775791928231425,-0.03486473177264114,-0.35033221765369227,120,48.9632556355775,2752.530182078388,1329.27786913633,3900.0,3900.0,2.723724195032733e-08,8193.012560147541,378.16877943679594,453.29034029053946,497.07238198965973,823.8089587057847,6027.463319486018
0.02,-0.018205480274328105,0.18836520397358028,0.1892429379924848,0.6142173105042662,1.1289738635003261,3.2456551193757748,-0.03784110841594165,-0.08260509300621877,118,35.812889580027445,2775.6709171773423,1180.416032432213,3900.0,3900.0,3.762641472594012e-08,5743.10751495487,12.0213005678176,214.13510449194757,348.5128640404621,877.9428276503213,4271.159266387009
0.03,0.025004772859884516,0.18738979764516245,0.18905072051507593,0.5427512536841785,1.0575078066802384,2.870929305122779,0.02254614470699983,-0.2258065970603731,113,35.74017492726935,2616.0974918312636,1243.253710599228,3900.0,3900.0,2.8674913328648425e-08,6904.086253494393,128.79588673038864,268.5007841099156,188.68444686174175,1637.4064131149214,4667.2926565425
0.04,0.04237871539867214,0.18778666224708837,0.19250918429192848,0.5508180006854133,1.0579759745691864,2.861255699090543,-0.13878148588212444,-0.227951058430639,121,37.05978603674369,2823.657965843026,1135.0304903227552,3900.0,3900.0,2.9548493262139938e-08,6079.637058431223,9.19848074803745,203.25205709076926,386.14425795253055,658.1168795849135,4810.108293429678
0.05,0.032065297691613336,0.18403932522770133,0.1868118212167512,0.5508180006854133,1.0804139089690805,2.948517910134659,-0.15924724949914812,-0.22229842531111244,132,34.89865654631941,2878.9636157077175,1146.2505592616774,3900.0,3900.0,3.0533160312663926e-08,5993.76625236505,9.165624033315625,103.77393097501198,424.4073700972717,822.2997422024077,4625.443612740786
0.06,0.02259476766216746,0.19572506473162593,0.197024933675681,0.6043518199440255,1.1273550033791166,3.067387506069512,-0.0008450773971004409,-0.27856271033152735,124,38.81882448990649,2788.4750448853256,1304.8718990634827,3900.0,3900.0,2.342484541699955e-08,7059.691141840743,54.99883069820232,260.1681781505015,835.7923946988573,668.0683303929817,5230.853576519177
0.07,0.008431779326399283,0.20316483875513522,0.20333973199797717,0.6043518199440255,1.1392976473203809,2.9721285358390532,-0.019798966544519302,-0.23765644741760772,116,41.34704660900918,2636.9687735730377,1366.7590414495799,3900.0,3900.0,2.385721296228417e-08,7615.998879316571,16.665540612226323,461.3808697565373,1328.918179251643,452.3146895469435,5339.887072686162
0.08,-0.010991946475556218,0.1875551486678346,0.18787697218960878,0.5516004191939675,1.0865462465703226,2.935966088671828,0.07578477911489845,-0.19629119177247567,129,35.297756679135034,2722.428050599053,1331.1275143713813,3900.0,3900.0,2.3847222429849107e-08,6407.024401106194,14.606844783241337,237.4668510142347,805.4885581540041,857.4918852651605,4484.608389422885
0.09,-0.016762732184173835,0.1753535641612118,0.17615294960436673,0.48987276963825155,0.9431907491494864,2.7809512740814584,0.041131169720610025,-0.4492222823970087,135,31.02986165431856,2990.9903255333297,1206.3252293920461,3900.0,3900.0,3.01666957556028e-08,5611.468240252877,70.09467176725698,332.0580923404717,334.06252509895467,282.18513181439954,4577.033271985493
0.1,-0.009593340320663345,0.17975639846709696,0.18001220783149624,0.6390351183310093,1.1634652792924531,3.5499543393503625,-0.16880377282429304,-0.1014583010871215,130,32.4043949683698,2789.0625082479332,1254.0155034289212,3900.0,3900.0,2.8339888539468e-08,5429.710484991763,57.986670333335034,269.6074452591014,117.32955735027048,1049.9552452650998,3925.239359245857
0.11,-0.005180800342558071,0.1840809457662159,0.1841538359263091,0.6390351183310093,1.1833466014599798,3.470115705780113,-0.028620835370509485,0.10236382531729182,126,33.91263528637397,2697.235506723918,1243.7267306981955,3900.0,3900.0,2.4300913273264094e-08,6888.421570783803,77.54803429076343,206.42785645158477,318.99839861306407,1615.458993047903,4663.097855936035
0.12,-0.007112096364743657,0.18073865112020496,0.1808785280884731,0.5718312778982939,1.1161427610272643,3.161410499843479,-0.022906448554159256,0.015199007197516323,124,32.717041923452555,2869.8881498518253,1282.8548928291693,3900.0,3900.0,3.1056966659764035e-08,5511.2665616242575,49.36116390442612,350.29169291712105,507.4277248216059,363.763215528248,4229.083554128521
0.13,0.0014037006746223568,0.18763659799669866,0.18764184843301512,0.5718312778982939,1.0295427816794795,3.0474613348278767,-0.17326893756786668,-0.23416279053707445,122,35.20946328335862,2598.6257863999685,1335.5517085391555,3900.0,3900.0,2.4762444474177276e-08,6706.928899300364,110.63767978986394,596.4078302924211,349.5826344187976,973.7652196169827,4667.1135397685375
0.14,0.014131428021356111,0.19240310395095553,0.1929213613571213,0.5482655129248866,1.083576252592058,2.8419119016433716,-0.13958259929801,-0.23011885698184553,120,37.21865166788497,2789.4429602224304,1287.4964326056613,3900.0,3900.0,2.4761597062410593e-08,7127.6626941023615,14.759900188288091,477.63378163495753,702.4163829564551,614.9859585067677,5305.805289794426
0.15,0.0030276081070115474,0.1918394491180416,0.19186333846976422,0.6934974342782522,1.2417629472031386,3.614538555441252,0.07103115505476287,0.12288797086541159,118,36.81154064876331,3101.551560392439,1025.0335040907123,3900.0,3900.0,3.233000750924274e-08,5759.785255636644,4.580232293273777,185.72180365765513,186.01997628322593,442.3145644516646,4931.292027094248
0.16,-0.005584474192451042,0.193586390512516,0.19366692268859567,0.6934974342782522,1.2178975117802273,3.580877026634909,0.020891974646692128,-0.15815344910544482,122,37.5068769436705,2733.060315791777,1208.658858890973,3900.0,3900.0,2.2508622853504102e-08,7833.03942483716,12.29520393374969,423.5203878369035,532.9253507319139,1089.2587341792268,5758.536863234388
